"Aug 11, 2017","3,373.82","3,679.72","3,372.12","3,650.62","3,650.62","2,021,190,016"
"Aug 10, 2017","3,341.84","3,453.45","3,319.47","3,381.28","3,381.28","1,515,110,016"
"Aug 09, 2017","3,420.40","3,422.76","3,247.67","3,342.47","3,342.47","1,468,960,000"
"Aug 08, 2017","3,370.22","3,484.85","3,345.83","3,419.94","3,419.94","1,752,760,064"
"Aug 07, 2017","3,212.78","3,397.68","3,180.89","3,378.94","3,378.94","1,482,279,936"
"Aug 06, 2017","3,257.61","3,293.29","3,155.60","3,213.94","3,213.94","1,105,030,016"
"Aug 05, 2017","2,897.63","3,290.01","2,874.83","3,252.91","3,252.91","1,945,699,968"
"Aug 04, 2017","2,806.93","2,899.33","2,743.72","2,895.89","2,895.89","1,002,120,000"
"Aug 03, 2017","2,709.56","2,813.31","2,685.14","2,804.73","2,804.73","804,796,992"
"Aug 02, 2017","2,727.13","2,762.53","2,668.59","2,710.67","2,710.67","1,094,950,016"
"Aug 01, 2017","2,871.30","2,921.35","2,685.61","2,718.26","2,718.26","1,324,669,952"
"jul. 31, 2017","2,763.24","2,889.62","2,720.61","2,875.34","2,875.34","860,574,976"
"jul. 30, 2017","2,724.39","2,758.53","2,644.85","2,757.18","2,757.18","705,942,976"
"jul. 29, 2017","2,807.02","2,808.76","2,692.80","2,726.45","2,726.45","803,745,984"
"jul. 28, 2017","2,679.73","2,897.45","2,679.73","2,809.01","2,809.01","1,380,099,968"
"jul. 27, 2017","2,538.71","2,693.32","2,529.34","2,671.78","2,671.78","789,104,000"
"jul. 26, 2017","2,577.77","2,610.76","2,450.80","2,529.45","2,529.45","937,404,032"
"jul. 25, 2017","2,757.50","2,768.08","2,480.96","2,576.48","2,576.48","1,460,089,984"
"jul. 24, 2017","2,732.70","2,777.26","2,699.19","2,754.86","2,754.86","866,473,984"
"jul. 23, 2017","2,808.10","2,832.18","2,653.94","2,730.40","2,730.40","1,072,840,000"
"jul. 22, 2017","2,668.63","2,862.42","2,657.71","2,810.12","2,810.12","1,177,129,984"
"jul. 21, 2017","2,838.41","2,838.41","2,621.85","2,667.76","2,667.76","1,489,449,984"
"jul. 20, 2017","2,269.89","2,900.70","2,269.89","2,817.60","2,817.60","2,249,260,032"
"jul. 19, 2017","2,323.08","2,397.17","2,260.23","2,273.43","2,273.43","1,245,100,032"
"jul. 18, 2017","2,233.52","2,387.61","2,164.77","2,318.88","2,318.88","1,512,450,048"
"jul. 17, 2017","1,932.62","2,230.49","1,932.62","2,228.41","2,228.41","1,201,760,000"
"jul. 16, 2017","1,991.98","2,058.77","1,843.03","1,929.82","1,929.82","1,182,870,016"
"jul. 15, 2017","2,230.12","2,231.14","1,990.41","1,998.86","1,998.86","993,608,000"
"jul. 14, 2017","2,360.59","2,363.25","2,183.22","2,233.34","2,233.34","882,502,976"
"jul. 13, 2017","2,402.70","2,425.22","2,340.83","2,357.90","2,357.90","835,769,984"
"jul. 12, 2017","2,332.77","2,423.71","2,275.14","2,398.84","2,398.84","1,117,410,048"
"jul. 11, 2017","2,385.89","2,413.47","2,296.81","2,337.79","2,337.79","1,329,760,000"
"jul. 10, 2017","2,525.25","2,537.16","2,321.13","2,372.56","2,372.56","1,111,200,000"
"jul. 09, 2017","2,572.61","2,635.49","2,517.59","2,518.44","2,518.44","527,856,000"
"jul. 08, 2017","2,520.27","2,571.34","2,492.31","2,571.34","2,571.34","733,329,984"
"jul. 07, 2017","2,608.59","2,916.14","2,498.87","2,518.66","2,518.66","917,411,968"
"jul. 06, 2017","2,608.10","2,616.72","2,581.69","2,608.56","2,608.56","761,956,992"
"jul. 05, 2017","2,602.87","2,622.65","2,538.55","2,601.99","2,601.99","941,566,016"
"jul. 04, 2017","2,561.00","2,631.59","2,559.35","2,601.64","2,601.64","985,516,032"
"jul. 03, 2017","2,498.56","2,595.00","2,480.47","2,564.06","2,564.06","964,112,000"
"jul. 02, 2017","2,436.40","2,514.28","2,394.84","2,506.47","2,506.47","803,747,008"
"jul. 01, 2017","2,492.60","2,515.27","2,419.23","2,434.55","2,434.55","779,913,984"
"jun. 30, 2017","2,539.24","2,559.25","2,478.43","2,480.84","2,480.84","860,273,024"
"jun. 29, 2017","2,567.56","2,588.83","2,510.48","2,539.32","2,539.32","949,979,008"
"jun. 28, 2017","2,553.03","2,603.98","2,484.42","2,574.79","2,574.79","1,183,869,952"
"jun. 27, 2017","2,478.45","2,552.45","2,332.99","2,552.45","2,552.45","1,489,789,952"
"jun. 26, 2017","2,590.57","2,615.25","2,376.29","2,478.45","2,478.45","1,663,280,000"
"jun. 25, 2017","2,607.25","2,682.26","2,552.12","2,589.41","2,589.41","1,161,100,032"
"jun. 24, 2017","2,738.52","2,757.94","2,583.19","2,608.72","2,608.72","982,750,016"
"jun. 23, 2017","2,707.34","2,765.17","2,706.37","2,744.91","2,744.91","961,318,976"
"jun. 22, 2017","2,691.03","2,723.74","2,642.36","2,705.41","2,705.41","1,097,939,968"
"jun. 21, 2017","2,709.43","2,772.01","2,660.40","2,689.10","2,689.10","1,626,579,968"
"jun. 20, 2017","2,591.26","2,763.45","2,589.82","2,721.79","2,721.79","1,854,189,952"
"jun. 19, 2017","2,549.03","2,662.85","2,549.03","2,589.60","2,589.60","1,446,840,064"
"jun. 18, 2017","2,655.35","2,662.10","2,516.33","2,548.29","2,548.29","1,178,659,968"
"jun. 17, 2017","2,514.01","2,685.19","2,484.96","2,655.88","2,655.88","1,534,509,952"
"jun. 16, 2017","2,469.57","2,539.92","2,385.15","2,518.56","2,518.56","1,195,190,016"
"jun. 15, 2017","2,499.58","2,534.71","2,212.96","2,464.58","2,464.58","2,026,259,968"
"jun. 14, 2017","2,716.88","2,786.83","2,412.94","2,506.37","2,506.37","1,696,560,000"
"jun. 13, 2017","2,680.91","2,789.04","2,650.38","2,717.02","2,717.02","1,781,200,000"
"jun. 12, 2017","2,953.22","2,997.26","2,518.56","2,659.63","2,659.63","2,569,530,112"
"jun. 11, 2017","2,942.41","2,996.60","2,840.53","2,958.11","2,958.11","1,752,400,000"
"jun. 10, 2017","2,828.14","2,950.99","2,746.55","2,947.71","2,947.71","2,018,889,984"
"jun. 09, 2017","2,807.44","2,901.71","2,795.62","2,823.81","2,823.81","1,348,950,016"
"jun. 08, 2017","2,720.49","2,815.30","2,670.95","2,805.62","2,805.62","1,281,170,048"
"jun. 07, 2017","2,869.38","2,869.38","2,700.56","2,732.16","2,732.16","1,517,709,952"
"jun. 06, 2017","2,690.84","2,999.91","2,690.84","2,863.20","2,863.20","2,089,609,984"
"jun. 05, 2017","2,512.40","2,686.81","2,510.22","2,686.81","2,686.81","1,369,309,952"
"jun. 04, 2017","2,547.79","2,585.89","2,452.54","2,511.81","2,511.81","1,355,120,000"
"jun. 03, 2017","2,493.72","2,581.91","2,423.57","2,515.35","2,515.35","1,514,950,016"
"jun. 02, 2017","2,404.03","2,488.55","2,373.32","2,488.55","2,488.55","1,317,030,016"
"jun. 01, 2017","2,288.33","2,448.39","2,288.33","2,407.88","2,407.88","1,653,180,032"
"May 31, 2017","2,187.19","2,311.08","2,145.57","2,286.41","2,286.41","1,544,829,952"
"May 30, 2017","2,255.36","2,301.96","2,124.57","2,175.47","2,175.47","1,443,970,048"
"May 29, 2017","2,159.43","2,307.05","2,107.17","2,255.61","2,255.61","994,625,024"
"May 28, 2017","2,054.08","2,267.34","2,054.08","2,155.80","2,155.80","1,147,139,968"
"May 27, 2017","2,196.27","2,260.20","1,855.83","2,038.87","2,038.87","1,700,480,000"
"May 26, 2017","2,320.89","2,573.79","2,071.99","2,202.42","2,202.42","1,763,480,064"
"May 25, 2017","2,446.24","2,763.71","2,285.30","2,304.98","2,304.98","2,406,700,032"
"May 24, 2017","2,321.37","2,523.72","2,321.37","2,443.64","2,443.64","1,725,379,968"
"May 23, 2017","2,191.56","2,320.82","2,178.50","2,320.42","2,320.42","1,378,749,952"
"May 22, 2017","2,043.19","2,303.90","2,017.87","2,173.40","2,173.40","1,942,220,032"
"May 21, 2017","2,067.03","2,119.08","2,037.50","2,041.20","2,041.20","1,147,859,968"
"May 20, 2017","1,984.24","2,084.73","1,974.92","2,084.73","2,084.73","961,336,000"
"May 19, 2017","1,897.37","2,004.52","1,890.25","1,987.71","1,987.71","1,157,289,984"
"May 18, 2017","1,818.70","1,904.48","1,807.12","1,888.65","1,888.65","894,321,024"
"May 17, 2017","1,726.73","1,864.05","1,661.91","1,839.09","1,839.09","1,064,729,984"
"May 16, 2017","1,741.70","1,785.94","1,686.54","1,734.45","1,734.45","959,044,992"
"May 15, 2017","1,808.44","1,812.80","1,708.54","1,738.43","1,738.43","731,529,024"
"May 14, 2017","1,800.86","1,831.42","1,776.62","1,808.91","1,808.91","437,196,000"
"May 13, 2017","1,723.12","1,812.99","1,651.08","1,804.91","1,804.91","579,635,008"
"May 12, 2017","1,845.76","1,856.15","1,694.01","1,724.24","1,724.24","740,984,000"
"May 11, 2017","1,780.37","1,873.93","1,755.35","1,848.57","1,848.57","799,489,984"
"May 10, 2017","1,756.52","1,788.44","1,719.10","1,787.13","1,787.13","915,723,008"
"May 09, 2017","1,723.89","1,833.49","1,716.30","1,755.36","1,755.36","1,167,920,000"
"May 08, 2017","1,596.92","1,723.35","1,596.92","1,723.35","1,723.35","1,340,320,000"
"May 07, 2017","1,579.47","1,596.72","1,559.76","1,596.71","1,596.71","1,080,029,952"
"May 06, 2017","1,556.81","1,578.80","1,542.50","1,578.80","1,578.80","582,529,984"
"May 05, 2017","1,540.87","1,618.03","1,530.31","1,555.45","1,555.45","946,035,968"
"May 04, 2017","1,490.72","1,608.91","1,490.72","1,537.67","1,537.67","933,548,992"
"May 03, 2017","1,453.78","1,492.77","1,447.49","1,490.09","1,490.09","583,795,968"
"May 02, 2017","1,421.03","1,473.90","1,415.69","1,452.82","1,452.82","477,337,984"
"May 01, 2017","1,348.30","1,434.32","1,348.30","1,421.60","1,421.60","713,624,000"
"apr. 30, 2017","1,321.87","1,347.91","1,314.92","1,347.89","1,347.89","413,115,008"
"apr. 29, 2017","1,317.84","1,327.20","1,315.21","1,321.79","1,321.79","422,705,984"
"apr. 28, 2017","1,317.74","1,331.28","1,292.37","1,316.48","1,316.48","527,488,992"
"apr. 27, 2017","1,281.88","1,319.70","1,281.30","1,317.73","1,317.73","449,196,992"
"apr. 26, 2017","1,265.99","1,294.83","1,265.93","1,281.08","1,281.08","329,631,008"
"apr. 25, 2017","1,250.45","1,267.58","1,249.97","1,265.49","1,265.49","242,556,000"
"apr. 24, 2017","1,209.63","1,250.94","1,209.63","1,250.15","1,250.15","235,806,000"
"apr. 23, 2017","1,231.92","1,232.20","1,203.94","1,207.21","1,207.21","258,951,008"
"apr. 22, 2017","1,222.71","1,235.56","1,208.47","1,231.71","1,231.71","249,320,000"
"apr. 21, 2017","1,229.42","1,235.94","1,215.56","1,222.05","1,222.05","272,167,008"
"apr. 20, 2017","1,211.08","1,240.79","1,208.41","1,229.08","1,229.08","315,108,000"
"apr. 19, 2017","1,212.13","1,215.51","1,205.08","1,210.29","1,210.29","288,060,992"
"apr. 18, 2017","1,193.77","1,217.57","1,193.77","1,211.67","1,211.67","270,524,000"
"apr. 17, 2017","1,183.25","1,194.90","1,172.65","1,193.91","1,193.91","253,206,000"
"apr. 16, 2017","1,172.61","1,187.22","1,172.61","1,182.94","1,182.94","183,231,008"
"apr. 15, 2017","1,167.30","1,188.00","1,164.96","1,172.52","1,172.52","203,559,008"
"apr. 14, 2017","1,170.33","1,190.80","1,159.79","1,167.54","1,167.54","254,827,008"
"apr. 13, 2017","1,201.02","1,205.89","1,156.44","1,169.28","1,169.28","351,968,992"
"apr. 12, 2017","1,204.81","1,207.14","1,196.76","1,200.37","1,200.37","288,702,016"
"apr. 11, 2017","1,187.46","1,208.07","1,187.46","1,205.01","1,205.01","216,182,000"
"apr. 10, 2017","1,187.30","1,190.34","1,179.04","1,187.13","1,187.13","215,883,008"
"apr. 09, 2017","1,176.57","1,197.21","1,171.86","1,187.87","1,187.87","242,343,008"
"apr. 08, 2017","1,172.65","1,184.98","1,162.58","1,175.95","1,175.95","209,312,000"
"apr. 07, 2017","1,178.94","1,186.58","1,163.39","1,176.90","1,176.90","317,022,016"
"apr. 06, 2017","1,125.81","1,188.37","1,125.81","1,182.68","1,182.68","511,222,016"
"apr. 05, 2017","1,134.14","1,135.09","1,113.63","1,124.78","1,124.78","414,784,000"
"apr. 04, 2017","1,145.52","1,156.44","1,120.52","1,133.25","1,133.25","436,310,016"
"apr. 03, 2017","1,102.95","1,151.74","1,102.95","1,143.81","1,143.81","580,444,032"
"apr. 02, 2017","1,080.61","1,107.59","1,075.45","1,102.17","1,102.17","514,187,008"
"apr. 01, 2017","1,071.71","1,091.72","1,061.09","1,080.50","1,080.50","289,633,984"
"mar. 31, 2017","1,026.64","1,074.92","1,026.64","1,071.79","1,071.79","447,287,008"
"mar. 30, 2017","1,042.21","1,049.29","1,020.04","1,026.43","1,026.43","352,968,992"
"mar. 29, 2017","1,046.08","1,055.13","1,015.88","1,039.97","1,039.97","298,457,984"
"mar. 28, 2017","1,044.58","1,064.65","1,027.73","1,047.15","1,047.15","326,332,000"
"mar. 27, 2017",972.05,"1,046.40",971.98,"1,045.77","1,045.77","372,535,008"
"mar. 26, 2017",974.02,"1,007.96",954.19,966.72,966.72,"303,668,000"
"mar. 25, 2017",936.54,975.76,903.71,972.78,972.78,"435,803,008"
"mar. 24, 2017","1,038.45","1,040.47",934.36,937.52,937.52,"491,038,016"
"mar. 23, 2017","1,050.05","1,058.01","1,028.93","1,038.59","1,038.59","248,540,000"
"mar. 22, 2017","1,120.65","1,120.65","1,014.21","1,049.14","1,049.14","380,840,992"
"mar. 21, 2017","1,055.36","1,122.43","1,055.36","1,120.54","1,120.54","337,391,008"
"mar. 20, 2017","1,037.24","1,063.03","1,036.68","1,054.23","1,054.23","286,529,984"
"mar. 19, 2017",976.73,"1,069.91",976.73,"1,036.74","1,036.74","406,648,000"
"mar. 18, 2017","1,099.69","1,114.07",957.66,973.82,973.82,"621,302,016"
"mar. 17, 2017","1,180.16","1,180.16","1,099.57","1,100.23","1,100.23","706,598,976"
"mar. 16, 2017","1,251.33","1,257.98","1,152.44","1,187.81","1,187.81","638,568,000"
"mar. 15, 2017","1,240.16","1,251.61","1,239.75","1,249.61","1,249.61","297,804,992"
"mar. 14, 2017","1,232.16","1,244.81","1,220.72","1,240.00","1,240.00","245,306,000"
"mar. 13, 2017","1,221.78","1,237.37","1,217.03","1,231.92","1,231.92","380,276,992"
"mar. 12, 2017","1,176.62","1,226.98","1,175.36","1,221.38","1,221.38","227,176,000"
"mar. 11, 2017","1,116.32","1,193.83","1,116.32","1,175.83","1,175.83","283,320,000"
"mar. 10, 2017","1,189.36","1,270.47","1,077.25","1,116.72","1,116.72","563,795,968"
"mar. 9, 2017","1,150.35","1,197.46","1,141.23","1,188.49","1,188.49","212,283,008"
"mar. 8, 2017","1,223.23","1,232.16","1,148.08","1,150.00","1,150.00","332,603,008"
"mar. 7, 2017","1,273.21","1,275.55","1,204.80","1,223.54","1,223.54","291,256,000"
"mar. 6, 2017","1,267.47","1,276.00","1,264.60","1,272.83","1,272.83","153,656,992"
"mar. 5, 2017","1,254.29","1,267.29","1,238.06","1,267.12","1,267.12","134,127,000"
"mar. 4, 2017","1,277.43","1,279.40","1,230.51","1,255.15","1,255.15","183,270,000"
"mar. 3, 2017","1,250.71","1,280.31","1,250.71","1,274.99","1,274.99","315,739,008"
"mar. 2, 2017","1,224.68","1,262.13","1,215.62","1,251.01","1,251.01","368,275,008"
"mar. 1, 2017","1,180.04","1,222.50","1,179.69","1,222.50","1,222.50","229,056,992"
"feb. 28, 2017","1,180.72","1,193.25","1,171.82","1,179.97","1,179.97","184,956,000"
"feb. 27, 2017","1,163.78","1,181.98","1,163.38","1,179.97","1,179.97","131,570,000"
"feb. 26, 2017","1,144.27","1,167.47","1,130.20","1,165.20","1,165.20","116,486,000"
"feb. 25, 2017","1,170.41","1,174.85","1,124.59","1,143.84","1,143.84","139,960,992"
"feb. 24, 2017","1,172.71","1,200.39","1,131.96","1,173.68","1,173.68","330,759,008"
"feb. 23, 2017","1,117.27","1,176.62","1,116.96","1,166.72","1,166.72","189,454,000"
"feb. 22, 2017","1,114.80","1,125.39","1,100.55","1,117.44","1,117.44","136,100,000"
"feb. 21, 2017","1,079.28","1,117.25","1,076.93","1,115.30","1,115.30","186,868,992"
"feb. 20, 2017","1,048.69","1,080.49","1,041.69","1,079.98","1,079.98","109,478,000"
"feb. 19, 2017","1,054.76","1,056.81","1,043.46","1,047.87","1,047.87","77,423,296"
"feb. 18, 2017","1,049.21","1,061.10","1,046.96","1,054.42","1,054.42","99,073,504"
"feb. 17, 2017","1,026.12","1,053.17","1,025.64","1,046.21","1,046.21","136,474,000"
"feb. 16, 2017","1,007.65","1,033.37","1,007.65","1,027.44","1,027.44","122,277,000"
"feb. 15, 2017","1,006.21","1,008.84","1,001.58","1,007.48","1,007.48","89,759,400"
"feb. 14, 2017",991.73,"1,011.51",986.47,"1,004.55","1,004.55","137,946,000"
"feb. 13, 2017",998.89,"1,002.10",976.00,990.64,990.64,"100,607,000"
"feb. 12, 2017","1,003.52","1,004.76",996.92,999.18,999.18,"67,530,000"
"feb. 11, 2017",988.90,"1,009.29",982.83,"1,004.45","1,004.45","102,261,000"
"feb. 10, 2017",995.63,998.91,946.69,988.67,988.67,"190,452,000"
"feb. 9, 2017","1,064.70","1,088.99",953.34,994.38,994.38,"407,220,000"
"feb. 8, 2017","1,062.32","1,078.97","1,037.49","1,063.07","1,063.07","201,855,008"
"feb. 7, 2017","1,040.14","1,061.93","1,040.14","1,061.35","1,061.35","146,007,008"
"feb. 6, 2017","1,028.40","1,044.64","1,028.16","1,038.15","1,038.15","111,762,000"
"feb. 05, 2017","1,043.52","1,043.63","1,022.37","1,027.34","1,027.34","114,208,000"
"feb. 04, 2017","1,031.33","1,045.90","1,015.16","1,042.90","1,042.90","155,064,000"
"feb. 03, 2017","1,011.46","1,033.87","1,008.79","1,029.91","1,029.91","201,278,000"
"feb. 02, 2017",990.00,"1,013.52",983.22,"1,011.80","1,011.80","145,820,992"
"feb. 01, 2017",970.94,989.11,970.74,989.02,989.02,"150,110,000"
"jan. 31, 2017",920.96,972.02,920.96,970.40,970.40,"164,582,000"
"jan. 30, 2017",920.15,923.05,919.47,920.38,920.38,"78,227,296"
"jan. 29, 2017",922.07,923.42,919.15,919.50,919.50,"60,851,700"
"jan. 28, 2017",919.81,923.91,919.81,921.59,921.59,"68,979,600"
"jan. 27, 2017",918.36,923.22,915.85,919.75,919.75,"125,594,000"
"jan. 26, 2017",902.40,919.33,902.22,917.59,917.59,"131,958,000"
"jan. 25, 2017",891.92,903.25,891.69,901.54,901.54,"120,831,000"
"jan. 24, 2017",910.68,924.15,892.29,892.69,892.69,"111,349,000"
"jan. 23, 2017",925.50,928.27,916.74,921.01,921.01,"73,588,600"
"jan. 22, 2017",922.21,937.53,897.56,924.67,924.67,"116,573,000"
"jan. 21, 2017",895.55,927.37,895.53,921.79,921.79,"111,158,000"
"jan. 20, 2017",898.17,899.40,887.01,895.03,895.03,"86,728,400"
"jan. 19, 2017",888.34,904.61,884.34,899.07,899.07,"105,625,000"
"jan. 18, 2017",909.37,917.50,858.30,886.62,886.62,"225,676,992"
"jan. 17, 2017",830.95,910.56,830.80,907.94,907.94,"155,095,008"
"jan. 16, 2017",821.78,834.53,820.27,831.53,831.53,"82,755,200"
"jan. 15, 2017",818.14,823.31,812.87,821.80,821.80,"71,013,600"
"jan. 14, 2017",825.14,835.09,812.46,818.41,818.41,"93,063,296"
"jan. 13, 2017",803.74,829.00,780.00,823.98,823.98,"168,968,000"
"jan. 12, 2017",775.18,826.25,755.76,804.83,804.83,"222,326,000"
"jan. 11, 2017",908.11,919.45,762.77,777.76,777.76,"310,928,992"
"jan. 10, 2017",902.44,914.87,901.06,907.68,907.68,"115,808,000"
"jan. 9, 2017",913.24,913.69,879.81,902.83,902.83,"141,876,992"
"jan. 8, 2017",908.17,942.72,887.25,911.20,911.20,"158,715,008"
"jan. 7, 2017",903.49,908.59,823.56,908.59,908.59,"279,550,016"
"jan. 6, 2017","1,014.24","1,046.81",883.94,902.20,902.20,"351,876,000"
"jan. 5, 2017","1,156.73","1,191.10",910.42,"1,013.38","1,013.38","510,199,008"
"jan. 4, 2017","1,044.40","1,159.42","1,044.40","1,154.73","1,154.73","344,945,984"
"jan. 3, 2017","1,021.60","1,044.08","1,021.60","1,043.84","1,043.84","185,168,000"
"jan. 2, 2017",998.62,"1,031.39",996.70,"1,021.75","1,021.75","222,184,992"
"jan. 1, 2017",963.66,"1,003.08",958.70,998.33,998.33,"147,775,008"
"dec. 31, 2016",960.63,963.74,947.24,963.74,963.74,"99,135,104"
"dec. 30, 2016",972.53,972.53,934.83,961.24,961.24,"187,474,000"
"dec. 29, 2016",975.13,979.40,954.50,973.50,973.50,"199,320,000"
"dec. 28, 2016",934.83,975.92,934.83,975.92,975.92,"236,630,000"
"dec. 27, 2016",908.35,940.05,904.26,933.20,933.20,"167,308,000"
"dec. 26, 2016",896.91,913.18,896.90,907.61,907.61,"123,771,000"
"dec. 25, 2016",899.65,899.65,862.42,896.18,896.18,"143,664,992"
"dec. 24, 2016",922.18,923.48,886.34,898.82,898.82,"137,727,008"
"dec. 23, 2016",864.89,925.12,864.68,921.98,921.98,"275,564,000"
"dec. 22, 2016",834.18,875.78,834.15,864.54,864.54,"200,027,008"
"dec. 21, 2016",800.64,834.28,799.41,834.28,834.28,"155,576,000"
"dec. 20, 2016",792.25,801.34,791.50,800.88,800.88,"99,629,296"
"dec. 19, 2016",790.69,793.61,790.32,792.71,792.71,"74,886,400"
"dec. 18, 2016",791.01,794.74,788.03,790.53,790.53,"60,524,400"
"dec. 17, 2016",785.17,792.51,784.86,790.83,790.83,"78,989,800"
"dec. 16, 2016",778.96,785.03,778.96,784.91,784.91,"83,608,200"
"dec. 15, 2016",780.07,781.43,777.80,778.09,778.09,"81,580,096"
"dec. 14, 2016",780.01,782.03,776.84,781.48,781.48,"75,979,000"
"dec. 13, 2016",780.65,788.46,777.96,780.56,780.56,"81,645,600"
"dec. 12, 2016",770.04,781.92,770.04,780.09,780.09,"76,571,000"
"dec. 11, 2016",774.75,774.80,765.41,769.73,769.73,"57,313,400"
"dec. 10, 2016",773.02,777.09,772.91,774.65,774.65,"53,843,100"
"dec. 9, 2016",769.94,774.53,769.65,772.79,772.79,"68,705,296"
